,RT,m/z,Polarity,Area (Max.),ID,molec_class,Features Found,Filter Status,20210729_AJ_Toh_RatBloodGlucose_ExtractionBlank.raw (F1),20210729_AJ_Toh_RatBloodGlucose_SolventBlank.raw (F2),1060_8_FBG,1060_8_RBG,1060_9_FBG,1060_9_RBG,1060_10_FBG,1060_10_RBG,1062_8_FBG,1062_8_RBG,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC1.raw (F11),1062_9_FBG,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC3.raw (F13),1062_9_RBG,1062_10_FBG,1062_10_RBG,1074_8_FBG,1074_8_RBG,1074_9_FBG,1074_9_RBG,1074_10_FBG,1074_10_RBG,1076_8_FBG,1076_8_RBG,1076_9_FBG,1076_9_RBG,1076_10_FBG,1076_10_RBG,1082_8_FBG,1082_8_RBG,1082_9_FBG,1082_9_RBG,1082_10_FBG,1082_10_RBG,1091_8_FBG,1091_8_RBG,1091_9_FBG,1091_9_RBG,1091_10_FBG,1091_10_RBG,1092_8_FBG,1092_8_RBG,1092_9_FBG,1092_9_RBG,1092_10_FBG,1092_10_RBG,1093_8_FBG,1093_8_RBG,1093_9_FBG,1093_9_RBG,1093_10_FBG,1093_10_RBG,1101_8_FBG,1101_8_RBG,1101_9_FBG,1101_9_RBG,1101_10_FBG,1101_10_RBG,1102_8_FBG,1102_8_RBG,1102_9_FBG,1102_9_RBG,1102_10_FBG,1102_10_RBG,20210729_AJ_Toh_RatBloodGlucose_Water_R1.raw (F65),20210729_AJ_Toh_RatBloodGlucose_Water_R2.raw (F66),20210729_AJ_Toh_RatBloodGlucose_Water_R3.raw (F67),mean,is_id,C,unsat,C_cat,unsat_cat
27,0.545,315.06616,+,51780369.8,,,40,Adduct of existing peak,6114.78096,6348.606651,27647047.36,23085117.11,40497193.46,36526913.92,29864959.62,17297347.73,15964915.4,13699201.08,1569034.923,13310873.04,17829649.54,16257228.02,28490449.3,26889498.8,31159389.9,24862347.15,9336525.279,38845767.69,31490368.11,26518683.37,18993551.69,19840273.56,33414942.7,22732684.89,2195502.736,29150514.8,28865904.22,17549364.02,30157549.81,21439465.67,21150085.51,24014047.23,32470127.13,38598750.45,51780369.8,33608790.6,35995127.26,21195327.63,14565714.37,24010816.15,26896348.6,23679412.07,29911617.74,29769752.34,26859411.14,10028966.13,14831641.15,35868017.5,33227886.5,25171342.68,28283928.27,26175568.73,24650194.1,22949082.23,19688178.08,20203352.18,34896558.42,11758541.08,31496769.38,21773870.94,30306560.09,13023706.06,7390.808605,6870.689819,6546.854837,25248724.03291667,False,,,,
28,0.546,623.13641,+,201069498.2,,,55,,5377.914702,5448.03349,193398940.3,168581951.8,197696000.3,77802025.02,73406526.66,112858178.7,80684686.99,58537386.26,3737808.536,90480141.74,109817499.4,72823283.69,82626117.05,115020927.7,157186749.8,128553075.9,67507822.78,168132407.7,103151334.0,124883359.7,201069498.2,118328434.9,181405189.4,139694478.0,8682616.178,181145550.6,151707161.7,51598996.7,111918871.7,183927475.2,87715814.19,108087190.4,162130586.8,147877911.3,72749116.27,164361454.4,130501683.4,40666341.92,101202777.2,137189072.1,121032733.7,112061829.2,127102013.1,157018835.8,145986899.1,73471667.77,72308154.19,169527544.5,127887066.4,82836628.76,180113056.0,150820580.5,115507526.0,125861309.7,101103001.1,116163637.6,158305891.1,75330226.49,119236901.2,164038932.2,151186161.1,95814390.98,6500.17368,5707.091714,5757.921193,121633435.38563333,False,,,,
29,0.546,639.09473,-,45415551.69,,,42,Adduct of existing peak,36171.46951,7775.291413,18476834.2,25857713.86,39944812.11,34380251.53,33591995.51,12227961.5,19404368.14,10480990.81,1396436.846,21236322.54,17105254.98,42853566.89,28583126.86,26613740.1,44714661.53,36842090.97,26448099.24,45415551.69,5627171.866,35240023.78,36336158.18,30732518.93,31520097.11,15159498.02,2567608.681,42034857.84,20842535.76,35541795.25,33157946.41,44759845.43,13979163.22,14049233.84,11172405.33,41226892.03,36988195.87,41763219.89,9071461.235,25781807.95,18951563.62,16419720.92,7770803.567,15489946.04,7984711.082,21510290.82,31920496.35,39682464.13,14739375.76,30513567.0,32636549.03,9215159.297,27374302.08,28592460.49,32079147.21,30808477.72,11164106.68,37251579.9,35052460.44,25344559.73,32286711.85,35894857.51,35349422.08,29732503.84,240894.6557,109813.5121,84306.91928,26706496.0208,False,,,,
30,0.547,913.21271,-,27642178.23,,,2,Adduct of existing peak,39227.84698,8432.279526,15275628.42,27642178.23,15100352.95,706118.5676,2819099.774,8509757.226,4404500.822,6701936.636,420650.7034,10269189.74,10556693.4,11139238.99,3200232.813,7178879.334,13039155.57,6347479.136,8976662.124,11329028.75,3176550.651,8596311.136,17862013.31,11511115.08,15046018.13,12385294.75,356712.9807,14366859.92,22790268.9,635395.2372,7633807.922,10975674.89,7349240.027,9471122.016,9805533.827,8226230.534,1803960.772,11247189.02,5884534.829,981610.7056,5187816.083,11776933.28,8092109.778,10230628.8,6597282.866,6929434.701,5907459.54,7253258.832,2918630.057,8959012.984,8391586.985,2390618.994,16012566.7,8097203.184,9982705.227,5237046.611,7360715.053,4214892.244,5050440.2,3101423.531,10305599.97,7164779.281,10827948.23,5128872.519,261249.5101,119092.4147,91430.59361,8497730.822835002,False,,,,
31,0.547,498.05859,+,9944921.154,,,4,M+1 isotope,9261.686685,8568.547586,3935285.881,8528622.772,4250004.85,4705402.337,2358758.225,2103297.69,9944921.154,1538683.385,3134141.745,2803894.485,1311761.613,2366043.672,2443394.685,3538618.794,4660553.98,3759300.635,1050044.693,4404641.4,5771650.103,3319357.893,2728256.758,2959372.467,5001383.751,4593718.369,3025569.99,4524640.912,2644765.449,1969784.267,4568085.579,3652278.457,4739531.013,3921277.277,2025316.604,5313379.889,2722052.771,3919121.29,8930231.938,2778418.476,3211786.415,2735437.488,4025527.334,6341936.806,1834486.446,2270096.953,4246124.346,1020759.985,6197918.492,4602411.66,2404912.3,5292499.757,2945763.845,1897462.018,4632699.135,2109521.507,3026587.86,5774161.159,2594275.038,2619644.492,2752813.38,2484293.724,2583429.848,3236173.102,10247.71778,9273.18952,8888.197062,3705673.083016667,False,,,,
32,0.549,313.05325,-,140434501.8,,,51,Adduct of existing peak,39406.92029,8611.876854,56385241.19,43225012.34,63825893.64,59184669.86,60934647.93,61321152.62,39192099.01,53067551.53,2424538.875,49954659.34,55574346.41,60762217.12,58381251.03,59204072.13,67663743.11,53997751.8,48987267.77,59811527.72,58361051.73,59132547.48,58797588.49,53687273.09,67330593.31,49073679.16,5451988.831,66088104.79,63922357.43,67844387.07,59803390.12,63931922.46,51369538.34,59792922.37,61615296.62,65516321.28,140434501.8,66835945.88,54222745.52,63616268.47,34753388.69,63525955.64,62221683.11,50586171.84,65782114.82,50538716.94,62887643.7,47523782.86,43891443.03,63898627.56,65497841.79,52896855.83,49284206.42,51613704.43,59171013.04,58005542.68,42894164.21,72158977.33,58446079.17,39297042.91,63822598.01,62369855.42,66460847.68,52338412.83,262442.1021,119636.0661,91847.97004,57876564.20535,False,,,,
33,0.55,607.15863,+,56447155.95,,,43,Adduct of existing peak,6536.825926,5944.517952,35890119.01,45830559.92,46259291.87,12203278.74,13687746.11,13184086.45,15056448.78,12038247.21,573318.376,12998484.6,16112168.61,14967084.62,14243586.53,16917643.12,34183622.04,20413007.96,10464952.34,29719430.92,19113773.58,23097787.95,44391726.91,15869687.94,36083633.68,27007469.26,1661570.493,30984392.94,33319189.1,7501589.273,17824406.89,27427895.82,16782696.01,12023023.15,31987342.41,23893858.13,56447155.95,29547173.69,25452948.31,5837025.833,13969333.4,25405583.16,18158529.23,20938651.48,15316345.14,22583411.67,33162034.47,10902418.97,16203714.38,28243850.19,25473146.32,14079982.99,36677287.68,22219710.03,22956664.1,17597638.39,21157072.29,19492623.09,39021013.82,7953316.929,34745422.96,22361357.39,26363797.07,16647905.88,7040.404046,6544.944537,6236.462848,22765712.47613333,False,,,,
34,0.55,640.09528,-,33568350.19,,,4,M+1 isotope,29121.21684,6259.793983,24771089.03,28332031.41,28111113.47,32211934.75,30699618.14,18860446.07,16478255.53,19014053.68,1003506.45,15643829.07,22645101.41,29150273.39,22389871.64,23933119.63,29989418.59,26735987.81,21309720.87,33568350.19,30050637.98,28575572.54,24540659.5,6791469.315,28863547.12,16611309.46,1963384.901,33407694.26,25373904.84,31752905.1,23903969.43,31433108.28,17771596.4,21860719.54,20972288.39,32519235.12,27580569.92,15499646.38,27971505.46,24988620.9,13410106.94,30746939.77,26667358.28,24474621.64,29349626.23,22906746.3,29239968.57,28570162.57,12672764.88,5514270.665,24076705.7,26944724.72,19469019.59,25160255.35,19981416.83,18973592.85,20419051.16,30179492.25,24872071.18,21958941.05,26639052.16,28223409.99,27606877.97,25458126.96,193941.4018,88409.54322,67874.49087,23952446.028516665,False,,,,
35,0.551,291.08359,-,4234264441.0,,,61,,40212.70224,8787.970161,2044391196.0,4234264441.0,2277229870.0,947404126.6,889479482.9,1598987146.0,1338627133.0,1622973854.0,216555991.1,1441437684.0,1616394549.0,1814209668.0,1200713435.0,1408531110.0,2122874107.0,1611693877.0,1452457693.0,1699517286.0,1149227698.0,1502382550.0,1826063311.0,1365739554.0,2186566409.0,1509629691.0,374751758.7,2096053023.0,2170702013.0,875510140.0,1304232753.0,1830320737.0,1231058160.0,1588445114.0,1750858335.0,1457035844.0,2573042833.0,1773019260.0,1526645310.0,915231317.5,769875650.9,1771033941.0,1516254249.0,1813531937.0,1664868311.0,1211621672.0,1446243079.0,812885797.6,825738984.5,1702030818.0,1542798054.0,1023908784.0,1732544189.0,1479139956.0,1447830896.0,1445214612.0,790246592.5,1374632572.0,2445335401.0,774361927.4,1570888665.0,1597642482.0,1722987060.0,1157658882.0,267808.4466,122082.3517,93726.05226,1539176373.8933334,False,,,,
36,0.551,621.1217,-,175629960.8,,,51,Adduct of existing peak,36309.5968,7934.996543,135053797.4,175629960.8,162161162.1,39002358.42,78034505.4,122440942.4,74688586.37,91540403.48,2792014.834,80556987.33,111008504.1,137198745.6,48966335.1,93047734.64,145704791.5,113397988.3,111371366.7,151567362.5,78093507.52,116645877.6,143471180.5,121942683.8,173981019.3,126747269.6,7744057.399,172759298.6,153616630.1,39182672.57,96467662.14,139998729.4,99384355.23,123507900.5,94010027.06,116358413.0,36172023.01,107136287.1,103543556.8,31144977.39,60764646.54,138602608.9,78014259.54,115559897.3,108737378.0,83685386.82,106751597.8,161811590.6,39451638.13,124116637.8,104608415.4,75711585.68,144963781.4,112259554.8,105725354.5,86780558.67,111959047.4,84876103.97,108220887.6,69346354.3,111897233.5,118187101.8,128877713.4,81706622.92,241814.5554,110232.8548,84628.86048,105081451.89048336,False,,,,
37,0.551,345.08728,+,154649474.9,,,4,,6094.374114,5542.157117,391151.3932,423187.6575,528240.6961,317728.1557,294561.3809,448459.9339,293346.4444,373127.3465,220975.5335,300181.5879,543354.3935,260152.3134,252838.2734,328992.5235,422392.692,408712.0615,321383.057,404203.4992,415841.0914,329628.8891,491260.3685,327665.3737,405196.2944,425371.0142,190244.8284,382728.5082,373750.0236,239904.6436,430419.9867,431659.7513,271062.7348,370676.9501,409198.755,2611287.949,154649474.9,1467814.769,1184495.09,267734.4622,282702.6118,493116.9583,312219.4576,295387.9004,401627.348,400159.0104,609893.5011,446228.855,906924.5055,560904.8548,7580532.272,673770.9789,8388841.743,7194662.948,5197247.337,7301068.939,4275901.707,9067864.506,19612242.21,15943235.11,37279845.65,40250144.33,30200214.49,17514782.36,6563.867029,6101.943209,5814.341422,6443893.249718333,False,,,,
38,0.553,273.07327,-,160289160.7,,,47,Adduct of existing peak,39321.73715,8593.261171,121611227.4,149531005.9,133478931.7,61180139.87,49654106.21,105051685.5,85432540.42,102718373.3,12639301.28,89162725.47,109845929.3,128982031.0,74580967.17,82660812.24,135220435.3,103606468.4,91007313.57,106288322.0,76656045.07,82369372.03,118443763.6,86923089.54,150184575.8,93914000.21,23832349.45,129537472.7,145435488.2,49678192.01,85869127.99,95991123.55,76459151.27,101611831.3,109703215.6,91388073.97,160289160.7,104096073.2,95645264.15,47825522.28,46105494.66,128048386.9,98328069.21,99337222.05,105497640.2,74636065.03,92534933.04,55986465.22,88576289.69,111035383.8,95096816.78,65468134.55,104486739.0,102648188.0,91639551.04,93141446.34,50260926.56,80232606.74,104991570.9,46564939.29,102048554.6,92182880.01,110666104.6,79955774.69,261874.7996,119377.4573,91649.42881,94424836.01616666,False,,,,
39,0.553,352.99652,-,10188315.29,,,21,,50312.69939,10995.19496,6825096.787,5076570.353,6153003.856,7656925.299,5584366.714,3024459.611,4245590.656,6153203.139,407859.1343,4883169.683,8016773.29,7476979.778,6790468.666,6829223.759,7327851.114,5322178.531,5498774.885,7810724.808,6668286.793,4702203.515,6580412.431,5354628.289,6843037.193,6004195.368,653076.0724,6481128.877,5808017.377,3559481.492,7972857.241,5915703.343,6723898.132,7201796.721,5885777.034,5585284.127,10188315.29,4520904.396,5991200.734,6907760.945,2340818.956,6448254.805,8471776.353,6113765.483,10019413.26,5063694.628,6139151.961,5305524.247,4715529.042,6417412.011,8385460.652,5514657.76,5809973.756,7832758.97,6416476.378,8764535.721,3451543.93,6463606.884,3067273.596,4708918.598,5175083.265,6499974.382,5454893.748,5738054.418,335072.3805,152745.086,117266.6951,6008751.763556668,False,,,,
40,0.554,247.09372,-,151047298.5,,,35,,37945.96119,8292.602986,106983107.2,138026447.8,116322472.5,52569099.39,45363397.94,92022072.51,79759799.29,92892724.71,12566905.56,79659150.47,94418717.05,115857048.9,62274555.56,77257378.35,104016428.7,86188219.66,85711784.01,93597691.55,73544923.5,75853342.58,104730789.9,107611981.3,113492582.4,91685947.85,21061100.82,119089599.2,127764444.0,52531451.07,73955947.1,91594252.78,71904804.33,87613832.34,101342683.2,85000380.77,151047298.5,101902401.1,89107443.02,44162172.49,41099042.11,117867868.9,90910711.34,87454037.13,94543661.52,61024151.4,78398779.32,49173531.53,52672919.83,96346072.43,88113618.38,61093001.52,105069456.9,87165077.12,84222244.63,85741545.4,39666831.76,77248393.1,103258255.6,42808574.76,81053875.54,96486611.43,104948592.1,64621589.68,252712.4106,115200.7183,88442.82885,85074786.67033339,False,,,,
41,0.554,680.05469,+,13292890.04,,,4,M+1 isotope,8708.926488,8925.811329,6402782.011,9736957.883,9947425.451,12465535.84,7033336.681,10161420.49,5633881.262,4700674.689,1149142.322,3910060.165,8594060.72,8860061.881,8093331.036,8942424.737,7143604.919,10196445.01,3779178.309,11372684.95,10263530.64,7913402.368,10555246.3,7201124.095,10085338.05,8075995.147,2495513.428,13292890.04,6935692.483,9389552.693,8424321.761,11916084.49,5195487.919,6637573.145,9170528.727,10360950.86,4902170.065,11029183.95,11739812.31,8067781.136,8053593.507,12286092.37,8006898.931,10580784.37,8089192.318,10758084.42,9035459.971,5448865.139,5855743.149,12315920.9,10599501.41,9115081.177,10535017.47,10995624.04,7764360.261,10205454.15,5000877.37,11252751.33,8433527.51,8675815.425,10669148.59,10104076.96,7942614.971,8710055.347,9379.836939,8719.742806,8308.756744,8707775.43345,False,,,,
42,0.555,293.09808,+,846735209.6,,,60,Adduct of existing peak,7007.816014,6372.831184,584170651.8,778499431.0,846735209.6,333160985.2,308769217.2,329664282.4,434270277.3,406307631.0,127345711.9,346636682.6,512003653.2,386156490.5,396456672.6,424462235.9,653899590.5,480820630.2,255633695.3,634755114.5,435398444.8,402656223.9,742555293.1,463370187.0,766191034.3,546424782.3,207875720.1,684804697.8,677928744.9,254730352.8,429646383.5,583726051.8,420393976.0,559551860.9,593288748.4,574420537.5,753213965.2,656497737.7,495574571.8,192945418.6,302014951.5,492499947.4,488088165.2,484200217.3,430381316.1,484940288.4,517003143.1,210582024.7,312178504.2,638318534.0,512274394.7,339833579.3,730483698.6,583969582.3,476608083.6,415336510.2,497978452.0,466740145.4,620787053.1,290978676.5,629935752.0,576222842.4,515373800.5,310679795.2,7547.677845,7016.519586,6685.811235,489483383.1283332,False,,,,
43,0.555,605.14441,-,50236076.66,,,31,,36913.76631,8067.030038,28387977.79,30433469.05,32439380.18,5288920.109,8097565.23,18040277.31,13433568.73,14992374.75,333213.2903,19028206.16,26251367.83,19664390.86,10144648.85,11298974.64,28497828.35,16636069.95,17534078.0,20959850.78,10330114.56,13328263.0,32331269.81,15009296.81,30782388.43,24007643.58,730362.2667,23303023.17,32920920.58,3951763.257,16762050.18,20508637.03,13922133.37,15463585.88,23229812.26,17335903.89,50236076.66,22737911.26,15604163.63,4038115.092,9766437.486,25146193.5,16706445.24,17206105.61,17530227.48,11890037.33,17213743.16,11046688.28,13241717.15,21395639.67,16692937.6,11141410.5,21606589.33,16843323.94,20334933.34,8522610.592,10023182.7,13379952.74,8997782.609,6301979.202,21006949.28,14090893.56,21202385.28,11192095.44,245838.2019,112067.0622,86037.03302,17398187.941228334,False,,,,
44,0.56,349.0174,+,30825665.4,,,44,,10153.06861,10405.91799,20971045.41,21025977.97,15455342.37,23320408.84,19976302.03,9722316.185,10665686.16,20789383.42,1667375.788,16162240.13,11405967.59,19687050.06,23094809.42,21586574.52,16971668.89,17677662.71,13135214.71,27643701.43,28238005.71,19346705.68,17674856.93,17939525.75,30825665.4,20595883.05,3341601.594,13495055.03,19641647.39,18767759.88,12805221.62,22611367.45,22287548.15,16950238.53,19216967.03,19219205.51,24589181.7,21351014.21,28360769.14,14173864.61,8898585.556,27002306.72,22787697.58,11737673.7,15782021.26,27394521.03,18133177.86,6875537.13,13678028.35,30433060.32,12220102.99,15270806.53,22509231.34,26572684.05,24777702.1,20741150.97,22536477.81,17064173.45,25212360.64,9195010.973,17282244.39,19923240.16,23367020.0,10653738.66,10935.23158,14960.51476,16271.56619,18989433.70313334,False,,,,
45,0.562,497.05695,+,14332559.3,,,23,Adduct of existing peak,10053.85714,10304.23578,7497732.415,9442368.892,4945917.3,7622393.194,3372070.708,2312353.21,14332559.3,1852007.265,4172979.66,3841679.772,2444855.899,2234170.373,3096592.655,5090054.715,6136596.494,5224105.684,1127189.587,6184778.93,8495970.121,4656298.919,2792927.584,4135932.299,9036301.567,4462042.905,3813582.249,7027879.912,2990164.691,2334310.283,5049106.168,1321107.987,5953767.703,4966106.574,3992346.104,6898179.671,3445996.312,1519172.231,10810686.52,4661072.048,4163026.69,3397467.177,5503338.166,7766736.473,4029638.67,3288332.424,4946021.771,1114240.824,4304375.154,5810806.783,2194427.529,8410119.361,3331179.232,2773337.126,4399624.34,1981686.722,4428527.606,5156057.107,3650784.514,3208593.396,2265054.122,3404188.46,3602005.966,2930078.503,10828.37715,10066.34383,9591.888669,4645586.1743,False,,,,
46,0.566,639.10785,+,26446647.9,,,3,M+1 isotope,9108.878802,9335.723951,22581413.14,25403193.83,26446647.9,7178033.84,7783502.991,7488781.804,11185533.55,11273025.24,330278.2722,14622286.66,15012601.68,10618624.14,9886171.361,10626210.16,15128134.04,14185398.92,8962610.157,18387421.52,12213195.43,11453278.37,22819018.43,11475960.2,20285079.25,11807193.3,834426.0672,16291653.5,19760264.75,2537589.591,13090440.84,15157365.97,12556377.42,10847110.62,20286943.33,13614633.52,18660938.55,18505766.16,16705906.67,4193236.8,11766933.56,13279236.49,12927695.45,14338145.9,12193229.48,13691313.92,9659742.935,15090143.66,11164190.21,17982512.4,14992825.6,9629145.41,19512027.26,13882560.57,17458180.07,11165468.59,15840795.29,10942988.81,19996921.78,5348140.39,14960947.48,12766197.71,8671360.71,10576992.15,9810.60042,9120.191853,8373.085531,13544851.064103335,False,,,,
47,0.567,627.11438,-,19100591.32,,,2,Dimer,39585.20271,8650.838189,2142001.858,1710366.405,4272448.536,5463437.534,4780354.704,2818715.686,1604974.05,3089998.325,209242.4599,1301179.413,2321518.709,3323363.925,2629400.339,3101744.42,3793198.88,3183205.465,871273.1642,4275425.319,4357690.293,2424445.844,3786701.346,1937124.541,3499811.26,799760.3368,263450.5476,2885921.611,3426849.23,4172960.047,1983347.533,3051153.025,1702745.067,1902700.664,2007769.397,4680528.478,19100591.32,4627028.113,4897855.969,3458578.834,1442510.033,2884239.108,3042558.91,2082032.191,4932776.454,2548734.188,3795138.939,4278040.904,2188218.858,3032796.048,3108328.59,2750897.178,2598427.068,1655083.485,2810850.772,2981920.155,1687379.802,3523062.57,2114166.28,2227170.019,2466041.468,2981613.497,4442469.51,2494709.952,263629.4269,120177.3164,92263.5031,3189954.4576433343,False,,,,
48,0.568,347.01724,+,29938110.2,,,21,Adduct of existing peak,10223.22761,10669.02761,21089136.22,26662017.75,25645847.69,28931770.94,3919414.483,11839120.59,18686821.05,23281367.95,1977306.41,16498635.39,19418288.8,19790922.24,19302148.01,24336749.46,7076789.384,22473122.53,14571965.85,26915192.27,27887962.61,23500012.56,19238819.88,21561139.74,27601037.12,19831470.54,4190979.951,14583340.28,20851047.91,18209287.09,21110508.44,23764558.3,22938929.64,24419423.47,27925618.84,26719360.53,16457690.64,21179212.96,29938110.2,20415293.66,15952636.03,26453984.55,19173778.57,26598879.39,29328224.5,22127910.81,10202156.0,5495053.798,17021862.98,29859803.66,9787420.753,23829457.66,26132800.12,14159412.22,22503914.53,15700397.5,6711046.793,25882071.67,16488106.47,16234050.85,17796885.68,21379262.24,22930598.88,18570006.41,11010.79543,15063.89384,16384.0048,20061075.80386667,False,,,,
49,0.571,346.00037,-,71058886.4,,,2,M+1 isotope,51801.21447,11320.49083,48069571.33,58784392.13,47443637.09,59343498.01,48984185.02,58255714.4,34160946.4,53937413.11,7364224.308,48172697.14,48438864.4,58798220.97,55863446.15,54757774.83,53155713.22,60667963.41,50840201.99,56616134.42,49489470.67,58541588.63,46057682.66,55739777.74,51302675.57,63762578.05,10759102.36,58109893.14,49114542.55,45553076.72,50914571.44,61579147.61,56063344.63,71058886.4,52871928.16,52254265.18,54439489.83,54544487.69,54055199.09,58103056.95,34134976.11,63182924.31,49908208.14,64068698.93,54921143.73,40107338.96,52514877.64,44862108.03,48426361.06,51292751.37,50498322.09,60829814.97,47587665.01,55770135.39,51434627.66,68655699.6,44165781.84,63770881.84,37395862.52,55489482.16,50661122.28,52502221.03,52503057.84,62561967.56,344985.5892,157264.0915,120736.0626,52656871.74600001,False,,,,
